#
# path-proteins-sym.csv
#
# Rank-ordered counts
#
1	Uniprot:P62854	8838.0
2	Uniprot:P0CG48	6624.0
3	Uniprot:P62753	5432.0
4	Uniprot:P23396	5200.0
5	Uniprot:P15880	5144.0
6	Uniprot:P62249	5122.0
7	Uniprot:P25787	5104.0
8	Uniprot:P62244	5094.0
9	Uniprot:P62241	5064.0
10	Uniprot:P61247	5058.0
11	Uniprot:P62701	5056.0
12	Uniprot:P62851	5038.0
13	Uniprot:P62277	5030.0
14	Uniprot:P55036	5022.0
15	Uniprot:P46781	4996.0
16	Uniprot:P08865	4962.0
17	Uniprot:P20618	4912.0
18	Uniprot:P62266	4906.0
19	Uniprot:P60866	4904.0
20	Uniprot:P62269	4888.0
21	Uniprot:P28070	4882.0
22	Uniprot:Q99460	4874.0
23	Uniprot:P39019	4840.0
24	Uniprot:P25786	4838.0
25	Uniprot:P62280	4836.0
26	Uniprot:P36578	4834.0
27	Uniprot:P46777	4828.0
28	Uniprot:P62263	4820.0
29	Uniprot:P35998	4818.0
30	Uniprot:P25788	4818.0
31	Uniprot:P62195	4818.0
32	Uniprot:P28074	4814.0
33	Uniprot:P42766	4812.0
34	Uniprot:O00487	4784.0
35	Uniprot:P46778	4738.0
36	Uniprot:P50914	4738.0
37	Uniprot:Q13200	4736.0
38	Uniprot:Q02878	4734.0
39	Uniprot:P49721	4728.0
40	Uniprot:Q07020	4726.0
41	Uniprot:P61513	4722.0
42	Uniprot:P18124	4710.0
43	Uniprot:P62829	4704.0
44	Uniprot:P62424	4702.0
45	Uniprot:P62750	4694.0
46	Uniprot:O14818	4688.0
47	Uniprot:P32969	4688.0
48	Uniprot:P62081	4686.0
49	Uniprot:Q15008	4684.0
50	Uniprot:P46782	4678.0
51	Uniprot:P84098	4670.0
52	Uniprot:P60900	4662.0
53	Uniprot:P49720	4652.0
54	Uniprot:P27635	4636.0
55	Uniprot:P43686	4630.0
56	Uniprot:P62191	4630.0
57	Uniprot:P83731	4622.0
58	Uniprot:P17980	4590.0
59	Uniprot:P46783	4588.0
60	Uniprot:P61353	4584.0
61	Uniprot:P61313	4570.0
62	Uniprot:P05388	4564.0
63	Uniprot:P30050	4554.0
64	Uniprot:Q99436	4542.0
65	Uniprot:P48556	4542.0
66	Uniprot:P28072	4542.0
67	Uniprot:P26373	4530.0
68	Uniprot:O00232	4520.0
69	Uniprot:P28066	4514.0
70	Uniprot:P25789	4510.0
71	Uniprot:O43242	4506.0
72	Uniprot:P62841	4498.0
73	Uniprot:P28065	4482.0
74	Uniprot:P51665	4480.0
75	Uniprot:P62917	4480.0
76	Uniprot:P25398	4470.0
77	Uniprot:P62888	4460.0
78	Uniprot:P62906	4454.0
79	Uniprot:P62913	4444.0
80	Uniprot:P46776	4440.0
81	Uniprot:Q02543	4426.0
82	Uniprot:P39023	4418.0
83	Uniprot:O00231	4412.0
84	Uniprot:P62333	4400.0
85	Uniprot:Q9UNM6	4390.0
86	Uniprot:Q9Y3U8	4388.0
87	Uniprot:P62847	4374.0
88	Uniprot:P35268	4352.0
89	Uniprot:P62899	4332.0
90	Uniprot:P05387	4292.0
91	Uniprot:P42677	4226.0
92	Uniprot:Q16401	4206.0
93	Uniprot:P63173	4206.0
94	Uniprot:P28062	4178.0
95	Uniprot:P18621	4050.0
96	Uniprot:P63220	4014.0
97	Uniprot:P40429	4010.0
98	Uniprot:P18077	3840.0
99	Uniprot:P05386	3816.0
100	Uniprot:P62857	3688.0
101	Uniprot:P49207	3674.0
102	Uniprot:P62805	3498.0
103	Uniprot:P60896	3466.0
104	Uniprot:P62910	3440.0
105	Uniprot:P08708	3246.0
106	Uniprot:Q8TAA3	3236.0
107	Uniprot:Q9UL46	3042.0
108	Uniprot:Q06323	2944.0
109	Uniprot:P61289	2930.0
110	Uniprot:P61254	2898.0
111	Uniprot:P46779	2674.0
112	Uniprot:P62273	2600.0
113	Uniprot:P62987	2352.0
114	Uniprot:O75832	2320.0
115	Uniprot:P62861	2260.0
116	Uniprot:P68431	2216.0
117	Uniprot:O00233	2194.0
118	Uniprot:P24928	2044.0
119	Uniprot:P47914	1998.0
120	Uniprot:P62993	1900.0
121	Uniprot:P62979	1872.0
122	Uniprot:Q92530	1790.0
123	Uniprot:Q14997	1780.0
124	Uniprot:P40306	1680.0
125	Uniprot:P52948	1660.0
126	Uniprot:P57740	1632.0
127	Uniprot:P49792	1556.0
128	Uniprot:P16104	1542.0
129	Uniprot:P19388	1478.0
130	Uniprot:P33778	1472.0
131	Uniprot:P49790	1466.0
132	Uniprot:P19387	1462.0
133	Uniprot:P61218	1354.0
134	Uniprot:Q96L21	1350.0
135	Uniprot:P52434	1350.0
136	Uniprot:P30876	1340.0
137	Uniprot:P62873	1326.0
138	Uniprot:Q96EE3	1296.0
139	Uniprot:Q13616	1278.0
140	Uniprot:P04908	1248.0
141	Uniprot:Q71UM5	1240.0
142	Uniprot:P62487	1236.0
143	Uniprot:P63244	1216.0
144	Uniprot:P63208	1212.0
145	Uniprot:P04637	1184.0
146	Uniprot:P27986	1152.0
147	Uniprot:P0C0S5	1120.0
148	Uniprot:Q9UNX3	1076.0
149	Uniprot:Q09472	1064.0
150	Uniprot:P35658	1062.0
151	Uniprot:Q71U36	1020.0
