#
# Popular Wikipedia English-langauge Math pages.
# Data extracted from
# https://en.wikipedia.org/wiki/Wikipedia:WikiProject_Mathematics/Popular_pages
#
# First column is rank, second column is avg daily page views.
# Data as of 9 Feb 2020 version of above page.
#
1	16611
2	14903
3	7981
4	7234
5	6976
6	6926
7	6631
8	5840
9	5783
10	5779
11	5579
12	5502
13	5295
14	4762
15	4742
16	4613
17	4543
18	4529
19	4523
20	4432
21	4247
22	3985
23	3866
24	3715
25	3590
26	3414
27	3317
28	3179
29	3171
30	3132
31	3070
32	3064
33	3020
34	3020
35	3012
36	2984
37	2947
38	2946
39	2906
40	2805
41	2796
42	2778
43	2767
44	2749
45	2749
46	2689
47	2687
48	2686
49	2682
50	2658
51	2648
52	2606
53	2583
54	2583
55	2574
56	2569
57	2563
58	2539
59	2538
60	2522
61	2516
62	2449
63	2443
64	2418
65	2394
66	2366
67	2347
68	2328
69	2303
70	2302
71	2297
72	2294
73	2266
74	2237
75	2207
76	2196
77	2156
78	2116
79	2114
80	2110
81	2085
82	2059
83	2043
84	2034
85	2030
86	2019
87	2017
88	2009
89	2008
90	2004
91	1992
92	1990
93	1984
94	1983
95	1981
96	1968
97	1968
98	1959
99	1955
100	1954
101	1948
102	1940
103	1940
104	1937
105	1936
106	1933
107	1906
108	1904
109	1897
110	1891
111	1888
112	1883
113	1878
114	1878
115	1875
116	1871
117	1868
118	1856
119	1842
120	1839
121	1818
122	1814
123	1813
124	1798
125	1797
126	1796
127	1796
128	1784
129	1780
130	1757
131	1747
132	1743
133	1733
134	1725
135	1721
136	1716
137	1700
138	1692
139	1689
140	1687
141	1669
142	1667
143	1665
144	1665
145	1648
146	1647
147	1644
148	1641
149	1636
150	1633
151	1633
152	1629
153	1627
154	1624
155	1621
156	1619
157	1612
158	1609
159	1608
160	1607
161	1600
162	1584
163	1582
164	1574
165	1572
166	1566
167	1563
168	1560
169	1551
170	1550
171	1544
172	1541
173	1539
174	1538
175	1517
176	1504
177	1503
178	1491
179	1491
180	1482
181	1475
182	1474
183	1472
184	1471
185	1470
186	1466
187	1460
188	1457
189	1455
190	1450
191	1447
192	1443
193	1434
194	1433
195	1432
196	1420
197	1419
198	1416
199	1412
200	1402
201	1396
202	1395
203	1385
204	1379
205	1363
206	1358
207	1358
208	1358
209	1354
210	1348
211	1341
212	1338
213	1337
214	1336
215	1336
216	1335
217	1332
218	1329
219	1327
220	1323
221	1318
222	1309
223	1302
224	1292
225	1288
226	1284
227	1284
228	1283
229	1282
230	1280
231	1278
232	1277
233	1276
234	1261
235	1249
236	1249
237	1248
238	1247
239	1246
240	1238
241	1237
242	1237
243	1234
244	1233
245	1231
246	1230
247	1225
248	1222
249	1218
250	1214
251	1212
252	1211
253	1206
254	1205
255	1204
256	1201
257	1199
258	1198
259	1198
260	1189
261	1186
262	1185
263	1182
264	1172
265	1167
266	1165
267	1164
268	1157
269	1155
270	1154
271	1153
272	1151
273	1149
274	1148
275	1147
276	1146
277	1144
278	1144
279	1142
280	1140
281	1137
282	1135
283	1133
284	1123
285	1123
286	1116
287	1113
288	1113
289	1109
290	1103
291	1100
292	1097
293	1096
294	1096
295	1093
296	1092
297	1092
298	1089
299	1089
300	1084
301	1082
302	1081
303	1081
304	1074
305	1071
306	1067
307	1066
308	1064
309	1060
